curated_category_id,stock_image_id,product_type_id
129,37527,STOCK-IMAGE
129,223634,STOCK-IMAGE
129,86928,STOCK-IMAGE
129,86929,STOCK-IMAGE
129,241592,STOCK-IMAGE
129,224577,STOCK-IMAGE
129,39457,STOCK-IMAGE
129,39458,STOCK-IMAGE
129,40117,STOCK-IMAGE
129,40118,STOCK-IMAGE
129,40925,STOCK-IMAGE
129,40926,STOCK-IMAGE
129,41054,STOCK-IMAGE
129,41055,STOCK-IMAGE
129,35997,STOCK-IMAGE
129,35998,STOCK-IMAGE
129,55415,STOCK-IMAGE
129,264606,STOCK-IMAGE
129,264607,STOCK-IMAGE
129,264638,STOCK-IMAGE
129,264639,STOCK-IMAGE
129,264677,STOCK-IMAGE
129,264678,STOCK-IMAGE
129,264167,STOCK-IMAGE
129,264168,STOCK-IMAGE
129,284521,STOCK-IMAGE
129,284579,STOCK-IMAGE
129,298758,STOCK-IMAGE
129,298759,STOCK-IMAGE
129,95387,STOCK-IMAGE
129,36139,STOCK-IMAGE
129,193802,STOCK-IMAGE
129,171175,STOCK-IMAGE
129,171177,STOCK-IMAGE
129,37014,STOCK-IMAGE
129,37015,STOCK-IMAGE
129,65445,STOCK-IMAGE
129,14811,STOCK-IMAGE
129,14807,STOCK-IMAGE
129,14805,STOCK-IMAGE
129,14809,STOCK-IMAGE
129,14808,STOCK-IMAGE
129,14804,STOCK-IMAGE
129,14806,STOCK-IMAGE
129,14810,STOCK-IMAGE
129,32760,STOCK-IMAGE
129,65705,STOCK-IMAGE
129,184424,STOCK-IMAGE
129,184425,STOCK-IMAGE
129,184426,STOCK-IMAGE
129,184427,STOCK-IMAGE
129,184429,STOCK-IMAGE
129,198912,STOCK-IMAGE
129,198913,STOCK-IMAGE
129,198914,STOCK-IMAGE
129,198915,STOCK-IMAGE
129,32814,STOCK-IMAGE
129,32815,STOCK-IMAGE
129,32817,STOCK-IMAGE
129,74616,STOCK-IMAGE
129,88254,STOCK-IMAGE
129,88251,STOCK-IMAGE
129,88253,STOCK-IMAGE
129,225265,STOCK-IMAGE
129,32844,STOCK-IMAGE
129,32847,STOCK-IMAGE
129,88269,STOCK-IMAGE
129,14887,STOCK-IMAGE
129,14884,STOCK-IMAGE
129,14888,STOCK-IMAGE
129,14891,STOCK-IMAGE
129,14882,STOCK-IMAGE
129,14890,STOCK-IMAGE
129,14881,STOCK-IMAGE
129,14885,STOCK-IMAGE
129,14889,STOCK-IMAGE
129,14883,STOCK-IMAGE
129,14886,STOCK-IMAGE
129,14892,STOCK-IMAGE
129,204509,STOCK-IMAGE
129,14918,STOCK-IMAGE
129,14921,STOCK-IMAGE
129,32925,STOCK-IMAGE
129,199136,STOCK-IMAGE
129,139950,STOCK-IMAGE
129,139966,STOCK-IMAGE
129,139958,STOCK-IMAGE
129,14926,STOCK-IMAGE
129,14925,STOCK-IMAGE
129,32966,STOCK-IMAGE
129,32967,STOCK-IMAGE
129,32971,STOCK-IMAGE
129,32972,STOCK-IMAGE
129,65752,STOCK-IMAGE
129,65477,STOCK-IMAGE
129,218745,STOCK-IMAGE
129,218743,STOCK-IMAGE
129,226022,STOCK-IMAGE
129,33020,STOCK-IMAGE
129,33023,STOCK-IMAGE
129,82694,STOCK-IMAGE
129,82695,STOCK-IMAGE
129,82696,STOCK-IMAGE
129,82697,STOCK-IMAGE
129,225317,STOCK-IMAGE
129,260695,STOCK-IMAGE
129,260698,STOCK-IMAGE
129,65428,STOCK-IMAGE
129,65432,STOCK-IMAGE
129,65433,STOCK-IMAGE
129,65429,STOCK-IMAGE
129,65431,STOCK-IMAGE
129,199281,STOCK-IMAGE
129,199282,STOCK-IMAGE
129,199285,STOCK-IMAGE
129,278421,STOCK-IMAGE
129,278422,STOCK-IMAGE
129,15080,STOCK-IMAGE
129,15084,STOCK-IMAGE
129,65401,STOCK-IMAGE
129,15083,STOCK-IMAGE
129,65859,STOCK-IMAGE
129,15079,STOCK-IMAGE
129,15081,STOCK-IMAGE
129,15078,STOCK-IMAGE
129,15076,STOCK-IMAGE
129,65406,STOCK-IMAGE
129,65407,STOCK-IMAGE
129,74453,STOCK-IMAGE
129,74454,STOCK-IMAGE
129,21284,STOCK-IMAGE
129,18319,STOCK-IMAGE
129,159360,STOCK-IMAGE
129,270403,STOCK-IMAGE
129,270400,STOCK-IMAGE
129,270402,STOCK-IMAGE
129,270401,STOCK-IMAGE
129,204093,STOCK-IMAGE
129,190331,STOCK-IMAGE
129,80715,STOCK-IMAGE
129,80716,STOCK-IMAGE
129,157833,STOCK-IMAGE
129,157832,STOCK-IMAGE
129,298589,STOCK-IMAGE
129,298590,STOCK-IMAGE
129,343179,STOCK-IMAGE
129,343180,STOCK-IMAGE
129,239795,STOCK-IMAGE
129,239796,STOCK-IMAGE
129,252280,STOCK-IMAGE
129,277797,STOCK-IMAGE
129,277798,STOCK-IMAGE
129,257920,STOCK-IMAGE
129,257921,STOCK-IMAGE
129,56201,STOCK-IMAGE
129,34537,STOCK-IMAGE
129,34538,STOCK-IMAGE
129,121677,STOCK-IMAGE
129,35209,STOCK-IMAGE
129,35210,STOCK-IMAGE
129,35211,STOCK-IMAGE
129,35212,STOCK-IMAGE
129,49928,STOCK-IMAGE
129,49929,STOCK-IMAGE
129,61722,STOCK-IMAGE
129,61723,STOCK-IMAGE
129,61725,STOCK-IMAGE
129,61726,STOCK-IMAGE
129,61727,STOCK-IMAGE
129,61728,STOCK-IMAGE
129,148114,STOCK-IMAGE
129,148115,STOCK-IMAGE
129,148116,STOCK-IMAGE
129,68184,STOCK-IMAGE
129,68185,STOCK-IMAGE
129,68280,STOCK-IMAGE
129,183685,STOCK-IMAGE
129,183686,STOCK-IMAGE
129,183687,STOCK-IMAGE
129,183688,STOCK-IMAGE
129,258214,STOCK-IMAGE
129,258215,STOCK-IMAGE
129,258924,STOCK-IMAGE
129,258931,STOCK-IMAGE
129,259265,STOCK-IMAGE
129,259266,STOCK-IMAGE
129,259329,STOCK-IMAGE
129,259330,STOCK-IMAGE
129,279933,STOCK-IMAGE
129,156792,STOCK-IMAGE
129,156793,STOCK-IMAGE
129,254141,STOCK-IMAGE
129,254142,STOCK-IMAGE
129,254143,STOCK-IMAGE
129,280364,STOCK-IMAGE
129,193501,STOCK-IMAGE
129,193502,STOCK-IMAGE
129,193503,STOCK-IMAGE
129,193504,STOCK-IMAGE
129,270469,STOCK-IMAGE
129,89826,STOCK-IMAGE
129,89829,STOCK-IMAGE
129,163036,STOCK-IMAGE
129,163037,STOCK-IMAGE
129,163040,STOCK-IMAGE
129,163041,STOCK-IMAGE
129,194037,STOCK-IMAGE
129,194038,STOCK-IMAGE
129,231942,STOCK-IMAGE
129,275986,STOCK-IMAGE
129,306716,STOCK-IMAGE
129,316463,STOCK-IMAGE
129,316464,STOCK-IMAGE
