curated_category_id,product_id,product_type
17,165906,STOCK-IMAGE
17,239657,STOCK-IMAGE
17,172442,STOCK-IMAGE
17,172455,STOCK-IMAGE
17,21745,STOCK-IMAGE
17,161377,STOCK-IMAGE
17,161378,STOCK-IMAGE
18,196647,STOCK-IMAGE
18,196754,STOCK-IMAGE
18,209751,STOCK-IMAGE
18,209752,STOCK-IMAGE
18,229442,STOCK-IMAGE
18,68348,STOCK-IMAGE
18,98671,STOCK-IMAGE
18,98674,STOCK-IMAGE
18,98675,STOCK-IMAGE
18,98678,STOCK-IMAGE
18,98684,STOCK-IMAGE
18,121608,STOCK-IMAGE
18,121609,STOCK-IMAGE
18,121611,STOCK-IMAGE
18,213862,STOCK-IMAGE
18,214121,STOCK-IMAGE
18,253474,STOCK-IMAGE
18,279507,STOCK-IMAGE
18,279508,STOCK-IMAGE
18,279509,STOCK-IMAGE
18,141197,STOCK-IMAGE
18,334876,STOCK-IMAGE
18,218478,STOCK-IMAGE
18,160740,STOCK-IMAGE
18,140621,STOCK-IMAGE
18,213359,STOCK-IMAGE
18,172817,STOCK-IMAGE
18,172594,STOCK-IMAGE
18,122045,STOCK-IMAGE
18,88928,STOCK-IMAGE
18,89137,STOCK-IMAGE
18,89983,STOCK-IMAGE
18,326028,STOCK-IMAGE
18,284343,STOCK-IMAGE
18,283362,STOCK-IMAGE
18,282160,STOCK-IMAGE
18,239573,STOCK-IMAGE
18,300840,STOCK-IMAGE
18,262378,STOCK-IMAGE
18,136756,STOCK-IMAGE
18,136762,STOCK-IMAGE
18,136757,STOCK-IMAGE
18,136753,STOCK-IMAGE
18,130747,STOCK-IMAGE
18,275912,STOCK-IMAGE
18,150866,STOCK-IMAGE
18,163007,STOCK-IMAGE
18,263250,STOCK-IMAGE
18,158371,STOCK-IMAGE
18,240394,STOCK-IMAGE
18,240395,STOCK-IMAGE
18,246711,STOCK-IMAGE
18,240436,STOCK-IMAGE
18,240439,STOCK-IMAGE
18,240358,STOCK-IMAGE
18,246787,STOCK-IMAGE
18,246788,STOCK-IMAGE
18,261463,STOCK-IMAGE
18,282366,STOCK-IMAGE
18,282367,STOCK-IMAGE
18,307112,STOCK-IMAGE
18,307113,STOCK-IMAGE
18,307121,STOCK-IMAGE
18,335099,STOCK-IMAGE
18,330162,STOCK-IMAGE
18,270235,STOCK-IMAGE
18,270277,STOCK-IMAGE
18,270311,STOCK-IMAGE
18,270317,STOCK-IMAGE
18,270318,STOCK-IMAGE
18,252046,STOCK-IMAGE
18,330029,STOCK-IMAGE
18,335135,STOCK-IMAGE
18,335140,STOCK-IMAGE
18,335154,STOCK-IMAGE
18,270347,STOCK-IMAGE
18,252093,STOCK-IMAGE
18,261046,STOCK-IMAGE
18,255818,STOCK-IMAGE
18,320787,STOCK-IMAGE
18,316829,STOCK-IMAGE
18,316832,STOCK-IMAGE
18,264043,STOCK-IMAGE
18,263899,STOCK-IMAGE
18,18375,STOCK-IMAGE
18,263771,STOCK-IMAGE
18,263845,STOCK-IMAGE
18,263860,STOCK-IMAGE
18,263859,STOCK-IMAGE
18,263888,STOCK-IMAGE
18,2542,STOCK-IMAGE
18,151707,STOCK-IMAGE
18,152639,STOCK-IMAGE
18,173914,STOCK-IMAGE
18,162526,STOCK-IMAGE
18,311134,STOCK-IMAGE
18,221479,STOCK-IMAGE
18,261726,STOCK-IMAGE
18,12968,STOCK-IMAGE
18,21323,STOCK-IMAGE
18,95644,STOCK-IMAGE
18,36841,STOCK-IMAGE
18,59965,STOCK-IMAGE
18,311197,STOCK-IMAGE
18,14845,STOCK-IMAGE
18,14837,STOCK-IMAGE
18,14842,STOCK-IMAGE
18,14846,STOCK-IMAGE
18,32796,STOCK-IMAGE
18,82635,STOCK-IMAGE
18,140266,STOCK-IMAGE
18,74042,STOCK-IMAGE
18,47671,STOCK-IMAGE
18,17048,STOCK-IMAGE
18,158773,STOCK-IMAGE
18,194992,STOCK-IMAGE
18,194871,STOCK-IMAGE
18,201711,STOCK-IMAGE
18,198443,STOCK-IMAGE
18,264767,STOCK-IMAGE
18,208745,STOCK-IMAGE
18,252489,STOCK-IMAGE
18,261934,STOCK-IMAGE
18,322641,STOCK-IMAGE
18,66490,STOCK-IMAGE
18,211719,STOCK-IMAGE
18,38343,STOCK-IMAGE
18,38349,STOCK-IMAGE
18,38350,STOCK-IMAGE
18,38351,STOCK-IMAGE
18,237751,STOCK-IMAGE
18,237752,STOCK-IMAGE
18,237857,STOCK-IMAGE
18,237858,STOCK-IMAGE
18,237859,STOCK-IMAGE
18,237863,STOCK-IMAGE
18,237892,STOCK-IMAGE
18,237900,STOCK-IMAGE
18,237902,STOCK-IMAGE
18,238723,STOCK-IMAGE
18,238724,STOCK-IMAGE
18,238726,STOCK-IMAGE
18,50359,STOCK-IMAGE
