"id","title","description","availability","condition","price","link","image_link","brand","additional_image_link","age_group","color","gender","item_group_id","google_product_category","material","pattern","product_type","sale_price","sale_price_effective_date","shipping","shipping_weight","size","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4"
"G2","Gallery Wall Set: Fashion Splash","Designer curated, well styled gallery wall. A set of 5 artworks. Make your interiors awesome with our exquisite and largest art collection in India. Top quality products and satisfaction guarantee.","in stock","new","26520","https://artevenue.com/gallery-wall/2/","https://artevenue.com/static/img/gallerywalls/AE_AUG30.jpg","Arte'Venue","","","","","","Home & Garden > Decor > Artwork","","","Licensed Art Print","","","Free Shipping","","36.00 X 50.00 inch","","","",""
