curated_category_id,stock_image_id,product_type_id
126,313736,STOCK-IMAGE
126,327532,STOCK-IMAGE
126,327533,STOCK-IMAGE
126,327534,STOCK-IMAGE
126,327714,STOCK-IMAGE
126,327715,STOCK-IMAGE
126,311045,STOCK-IMAGE
126,311046,STOCK-IMAGE
126,311047,STOCK-IMAGE
126,311048,STOCK-IMAGE
126,340219,STOCK-IMAGE
126,340220,STOCK-IMAGE
126,298838,STOCK-IMAGE
126,298839,STOCK-IMAGE
126,336491,STOCK-IMAGE
126,227388,STOCK-IMAGE
126,227391,STOCK-IMAGE
126,227383,STOCK-IMAGE
126,227384,STOCK-IMAGE
126,227382,STOCK-IMAGE
126,227385,STOCK-IMAGE
126,227386,STOCK-IMAGE
126,227387,STOCK-IMAGE
126,227389,STOCK-IMAGE
126,227390,STOCK-IMAGE
126,278293,STOCK-IMAGE
126,278294,STOCK-IMAGE
126,278295,STOCK-IMAGE
126,278298,STOCK-IMAGE
126,332594,STOCK-IMAGE
126,332595,STOCK-IMAGE
126,332596,STOCK-IMAGE
126,261348,STOCK-IMAGE
126,281347,STOCK-IMAGE
126,332708,STOCK-IMAGE
126,332709,STOCK-IMAGE
126,332717,STOCK-IMAGE
126,151296,STOCK-IMAGE
126,151288,STOCK-IMAGE
126,151299,STOCK-IMAGE
126,151292,STOCK-IMAGE
126,320186,STOCK-IMAGE
126,320193,STOCK-IMAGE
126,320209,STOCK-IMAGE
126,320210,STOCK-IMAGE
126,321142,STOCK-IMAGE
126,321143,STOCK-IMAGE
126,342446,STOCK-IMAGE
126,279666,STOCK-IMAGE
126,279667,STOCK-IMAGE
126,279668,STOCK-IMAGE
126,279669,STOCK-IMAGE
126,279670,STOCK-IMAGE
126,279671,STOCK-IMAGE
126,279682,STOCK-IMAGE
126,279683,STOCK-IMAGE
126,279694,STOCK-IMAGE
126,279708,STOCK-IMAGE
126,260830,STOCK-IMAGE
126,260831,STOCK-IMAGE
126,345149,STOCK-IMAGE
126,345150,STOCK-IMAGE
126,119482,STOCK-IMAGE
126,119483,STOCK-IMAGE
126,119484,STOCK-IMAGE
126,119485,STOCK-IMAGE
126,171485,STOCK-IMAGE
126,171486,STOCK-IMAGE
126,263713,STOCK-IMAGE
126,263714,STOCK-IMAGE
126,232356,STOCK-IMAGE
126,232357,STOCK-IMAGE
126,232378,STOCK-IMAGE
126,232379,STOCK-IMAGE
126,232380,STOCK-IMAGE
126,232384,STOCK-IMAGE
126,232385,STOCK-IMAGE
126,232386,STOCK-IMAGE
126,232442,STOCK-IMAGE
126,232443,STOCK-IMAGE
126,283587,STOCK-IMAGE
126,283588,STOCK-IMAGE
126,307951,STOCK-IMAGE
126,307952,STOCK-IMAGE
126,343549,STOCK-IMAGE
126,342963,STOCK-IMAGE
126,342964,STOCK-IMAGE
126,336479,STOCK-IMAGE
126,261436,STOCK-IMAGE
126,281479,STOCK-IMAGE
126,281480,STOCK-IMAGE
126,11394,STOCK-IMAGE
126,234307,STOCK-IMAGE
126,234308,STOCK-IMAGE
126,234309,STOCK-IMAGE
126,234310,STOCK-IMAGE
126,234311,STOCK-IMAGE
126,234312,STOCK-IMAGE
126,234313,STOCK-IMAGE
126,234314,STOCK-IMAGE
126,234315,STOCK-IMAGE
126,234316,STOCK-IMAGE
127,66630,STOCK-IMAGE
127,192007,STOCK-IMAGE
127,191462,STOCK-IMAGE
127,191463,STOCK-IMAGE
127,191464,STOCK-IMAGE
127,233138,STOCK-IMAGE
127,162171,STOCK-IMAGE
127,213420,STOCK-IMAGE
127,213421,STOCK-IMAGE
127,213422,STOCK-IMAGE
127,270396,STOCK-IMAGE
127,270397,STOCK-IMAGE
127,83504,STOCK-IMAGE
127,142356,STOCK-IMAGE
127,142136,STOCK-IMAGE
127,142137,STOCK-IMAGE
127,142138,STOCK-IMAGE
127,142139,STOCK-IMAGE
127,153082,STOCK-IMAGE
127,129506,STOCK-IMAGE
127,193121,STOCK-IMAGE
127,193122,STOCK-IMAGE
127,193365,STOCK-IMAGE
127,276218,STOCK-IMAGE
127,220477,STOCK-IMAGE
127,220478,STOCK-IMAGE
127,247325,STOCK-IMAGE
127,343203,STOCK-IMAGE
127,212994,STOCK-IMAGE
127,212995,STOCK-IMAGE
127,343204,STOCK-IMAGE
127,227489,STOCK-IMAGE
127,227487,STOCK-IMAGE
127,227488,STOCK-IMAGE
127,227486,STOCK-IMAGE
127,252389,STOCK-IMAGE
127,252390,STOCK-IMAGE
127,322482,STOCK-IMAGE
127,322483,STOCK-IMAGE
127,322537,STOCK-IMAGE
127,50312,STOCK-IMAGE
127,50313,STOCK-IMAGE
127,50314,STOCK-IMAGE
127,50315,STOCK-IMAGE
127,214903,STOCK-IMAGE
127,214904,STOCK-IMAGE
127,258913,STOCK-IMAGE
127,258914,STOCK-IMAGE
127,142032,STOCK-IMAGE
127,142033,STOCK-IMAGE
127,142034,STOCK-IMAGE
127,142035,STOCK-IMAGE
127,308894,STOCK-IMAGE
127,308896,STOCK-IMAGE
127,222795,STOCK-IMAGE
127,222734,STOCK-IMAGE
127,240759,STOCK-IMAGE
127,240777,STOCK-IMAGE
127,240778,STOCK-IMAGE
127,240873,STOCK-IMAGE
127,207764,STOCK-IMAGE
127,207765,STOCK-IMAGE
127,207766,STOCK-IMAGE
127,207788,STOCK-IMAGE
127,207789,STOCK-IMAGE
127,223826,STOCK-IMAGE
127,223827,STOCK-IMAGE
127,223828,STOCK-IMAGE
