"SKU","Name","ArteVenue Category","Price(Excluding tax)","Tax(in amt)","Length","Width","Quantity","Description","Image URL","Additional Information","Image Thumbnail URL"
"5307","Jungle II","Abstract","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5308","Floral Fireworks","Abstract","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5309","Parure","Floral","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5310","Parure (Neutral)","Floral","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5311","Toile Fleurs","Floral","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5312","Poppies on Gold","Floral","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5313","Poppies in White","Floral","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5314","Poppies in Pink","Floral","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5315","Nel vento","Floral","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5316","Campo in fiore","Floral","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5317","Vase with Pink Roses I","Floral","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5318","Vase with Blue Flowers","Floral","1700.00","182.00","22.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 17; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 22.00; Acrylic covered; ",""
"5319","Vase with Yellow Roses I","Floral","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5320","Vase with White Flowers","Floral","1700.00","182.00","22.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 17; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 22.00; Acrylic covered; ",""
"5321","Vase with White and Pink Flowers","Floral","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5322","Vase with Pink Roses II","Floral","1700.00","182.00","22.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 17; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 22.00; Acrylic covered; ",""
"5323","Vase with Yellow Roses II","Floral","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5324","Orchid Vase","Floral","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5325","Vase with Summer Flowers","Floral","1290.00","138.00","14.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 8; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 14.00; Acrylic covered; ",""
"5326","Campo fiorito","Floral","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5327","Toile","Floral","740.00","79.00","10.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 4; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 10.00; Acrylic covered; ",""
"5328","Blossoming Almond 1","Floral","12140.00","1301.00","48.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 43; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 48.00; Acrylic covered; ",""
"5329","Blossoming Almond 2","Floral","3080.00","330.00","27.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 21; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 27.00; Acrylic covered; ",""
"5330","Raindrop Garden","Floral","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5331","Rain Shower Garden","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5332","Rain Y Day Garden","Floral","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5333","Blissful Bloom 1","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5334","Blissful Bloom 2","Floral","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5335","Blissful Bloom 3","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5336","Blooming Cherry Blossoms","Floral","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5337","Jubilant","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5338","Echinopsis Cactus Hybrid - Daydream","Floral","2150.00","230.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5339","Dahlia 1","Floral","620.00","66.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5340","Iceland Poppy","Floral","2150.00","230.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5341","Columbine Origami Blue 2","Floral","650.00","70.00","19.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 13; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 19.00; Acrylic covered; ",""
"5342","Secret Garden I","Signs","8650.00","927.00","35.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 30; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 35.00; Acrylic covered; ",""
"5360","Purrfect Pillow","Animals","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5343","Tropical Hibiscus ~ Double Orange","Floral","620.00","66.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5344","Alien Friend #3","Children''s Art","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5345","Alien Friend #4","Children''s Art","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5346","For Children IX","Children''s Art","1770.00","190.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5347","Happy Dogs","Children''s Art","550.00","59.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5348","Happy Butterflies","Children''s Art","1830.00","196.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5349","Lucky Dinosaur with Babes","Children''s Art","550.00","59.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5350","Smiling Ducks","Children''s Art","1830.00","196.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5351","Happy Dalmatin ","Children''s Art","550.00","59.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5352","Flowers","Children''s Art","1830.00","196.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5353","Winter Animals II","Children''s Art","550.00","59.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5354","Happy Fishes II","Children''s Art","1830.00","196.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5355","Australian Animals","Children''s Art","730.00","78.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5356","Scotch on the Rocks Please, Chihuauau","Animals","8920.00","956.00","36.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 31; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 36.00; Acrylic covered; ",""
"5357","Mr Fox For President","Animals","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5358","Best Friends","Animals","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5359","Kitten and Bunny Cuddles","Animals","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5361","Give Me A Chance","Children''s Art","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5362","Little Boy Blue","Children''s Art","2660.00","285.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5363","Morning Chores","Children''s Art","730.00","78.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5364","Red Boots and Puppies","Children''s Art","1640.00","176.00","21.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 16; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 21.00; Acrylic covered; ",""
"5365","An Apple A Day","Children''s Art","550.00","59.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5366","Puppy Love","Children''s Art","1830.00","196.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5367","Baby Blues","Children''s Art","730.00","78.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5368","Whoop","Children''s Art","2660.00","285.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5369","Ravishing Raccoon","Animals","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5370","Lab Happy!","Animals","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5371","Barks and Butterfly","Animals","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5372","French Bulldog in a Red Sweater","Animals","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5373","Dachshund With Fashion Glasses","Animals","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5374","Dog with a wreath of colorful blossoms I","Animals","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5375","Taking Ten","Children''s Art","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5376","Country Girl","Children''s Art","2530.00","271.00","35.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 30; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 35.00; Acrylic covered; ",""
"5442","Arab Hunter","Museum","7580.00","812.00","31.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 26; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 31.00; Acrylic covered; ",""
"5377","The First Kiss","Children''s Art","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5378","Flowers For The Lady","Children''s Art","2530.00","271.00","35.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 30; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 35.00; Acrylic covered; ",""
"5379","Getting To Know You","Children''s Art","510.00","55.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5380","Got Some Growing To Do","Children''s Art","2660.00","285.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5381","Happy Hour","Children''s Art","620.00","66.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5382","Play Time","Children''s Art","2660.00","285.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5383","First Peep","Children''s Art","1570.00","168.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5384","Leap Frog Fun","Children''s Art","5710.00","612.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5385","Story Time","Children''s Art","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5386","Carnival","Children''s Art","8650.00","927.00","35.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 30; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 35.00; Acrylic covered; ",""
"5387","Elegant Beauty","Children''s Art","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5388","Hanging Around","Children''s Art","8650.00","927.00","35.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 30; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 35.00; Acrylic covered; ",""
"5389","Over the Rainbow","Children''s Art","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5390","Patterns of the Savanna I","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5391","Free Spirit III","Floral","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5392","Autumn Forest I","Landscape","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5393","Elephant WOW","Animals","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5394","The South Ledges, Appledore ","Coastal","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5395","Improvisation Klamm","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5396","Picture with Three Spot","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5397","Lodge on Lake Como ","European","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5398","Niagara","Landscape","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5399","Water Lilies","European","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5400","Water Lilies","European","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5401","The Young Flautist","Children''s Art","3490.00","374.00","30.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 24; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 30.00; Acrylic covered; ",""
"5402","The Kiss, detail (Blue variation)","Figurative","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5403","The Kiss, detail (Grey variation)","Figurative","1020.00","109.00","12.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 6; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 12.00; Acrylic covered; ",""
"5404","The Kiss, detail (Red variation)","Figurative","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5405","The Kiss (Red variation)","Figurative","3490.00","374.00","30.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 24; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 30.00; Acrylic covered; ",""
"5406","Garden, Isle of Shoals, Maine","Coastal","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5407","The Water Garden","Floral","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5408","Cupid and Psyche","European","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5409","Still Life with Tulips","Floral","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5410","Still Life with Iris","Floral","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5411","Still Life with Flowers and Fruit","Floral","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5412","Still Life with Musical Instruments, Books and Sculpture","Still-Life","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5413","A Summer Morning","Figurative","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5414","Jeune fille rousse en robe de soir (detail)","European","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5415","Seated Female Nude","European","2530.00","271.00","23.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 17; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 23.00; Acrylic covered; ",""
