"id","title","description","link","condition","price","availability","image_link","mpn","brand","google product category","product type"
"G2","Gallery Wall Set: Fashion Splash","Designer curated, well styled gallery wall. A set of 5 artworks. Make your interiors awesome with our exquisite and largest art collection in India. Top quality products and satisfaction guarantee.","https://artevenue.com/gallery-wall/2/","new","26520 INR","in stock","https://artevenue.com/static/img/gallerywalls/AE_AUG30.jpg","","Arte'Venue","500044","gallery walls > paintings > paintings online > wall art > paintings for home > paintings for living room > paintings for bedroom"
