"MONTAGE ART AND FRAMING BILL FOR MONTH - 2020-11"
"Order No","Order_date","Product_id","Product Name","product_type","Image Width","Image Height","Print Surface","Frame","Mount Size","Stretched","Item Total","Production Cost"
"202011-4","2020-11-12","261463","White Andalusian","STOCK-IMAGE","14","21","PAPER","Simple Black Small","1.00","","3730.00","1030.459999999999976316722439"
