curated_category_id,product_id,product_type
104,17978,STOCK-IMAGE
104,18509,STOCK-IMAGE
104,73967,STOCK-IMAGE
104,73968,STOCK-IMAGE
104,31759,STOCK-IMAGE
104,31760,STOCK-IMAGE
104,122890,STOCK-IMAGE
104,19042,STOCK-IMAGE
104,74106,STOCK-IMAGE
104,74107,STOCK-IMAGE
104,27981,STOCK-IMAGE
104,27982,STOCK-IMAGE
104,55745,STOCK-IMAGE
104,55746,STOCK-IMAGE
104,55769,STOCK-IMAGE
104,208391,STOCK-IMAGE
104,208392,STOCK-IMAGE
104,80697,STOCK-IMAGE
104,149804,STOCK-IMAGE
104,175107,STOCK-IMAGE
104,20736,STOCK-IMAGE
104,20737,STOCK-IMAGE
104,20738,STOCK-IMAGE
104,20739,STOCK-IMAGE
104,19355,STOCK-IMAGE
104,73281,STOCK-IMAGE
104,73280,STOCK-IMAGE
104,19360,STOCK-IMAGE
104,19361,STOCK-IMAGE
104,19362,STOCK-IMAGE
104,19384,STOCK-IMAGE
104,19385,STOCK-IMAGE
104,19467,STOCK-IMAGE
104,19468,STOCK-IMAGE
104,212307,STOCK-IMAGE
104,212308,STOCK-IMAGE
104,212309,STOCK-IMAGE
104,212310,STOCK-IMAGE
104,42375,STOCK-IMAGE
104,42376,STOCK-IMAGE
104,49826,STOCK-IMAGE
104,49827,STOCK-IMAGE
104,49828,STOCK-IMAGE
104,60539,STOCK-IMAGE
104,246315,STOCK-IMAGE
104,246316,STOCK-IMAGE
104,196080,STOCK-IMAGE
104,196081,STOCK-IMAGE
104,228399,STOCK-IMAGE
104,228400,STOCK-IMAGE
104,228401,STOCK-IMAGE
104,44820,STOCK-IMAGE
104,44823,STOCK-IMAGE
104,45043,STOCK-IMAGE
104,45044,STOCK-IMAGE
104,42563,STOCK-IMAGE
104,42567,STOCK-IMAGE
104,42568,STOCK-IMAGE
104,42858,STOCK-IMAGE
104,42864,STOCK-IMAGE
104,43285,STOCK-IMAGE
104,42845,STOCK-IMAGE
104,42842,STOCK-IMAGE
104,218514,STOCK-IMAGE
104,78155,STOCK-IMAGE
104,64993,STOCK-IMAGE
104,56081,STOCK-IMAGE
104,56082,STOCK-IMAGE
104,56083,STOCK-IMAGE
104,56084,STOCK-IMAGE
104,56085,STOCK-IMAGE
104,56086,STOCK-IMAGE
104,66327,STOCK-IMAGE
104,66331,STOCK-IMAGE
104,66328,STOCK-IMAGE
104,66332,STOCK-IMAGE
104,66334,STOCK-IMAGE
104,58041,STOCK-IMAGE
104,58042,STOCK-IMAGE
104,58941,STOCK-IMAGE
104,58942,STOCK-IMAGE
104,192397,STOCK-IMAGE
104,103394,STOCK-IMAGE
104,158624,STOCK-IMAGE
104,85518,STOCK-IMAGE
104,85519,STOCK-IMAGE
104,85520,STOCK-IMAGE
104,85647,STOCK-IMAGE
104,85648,STOCK-IMAGE
104,85649,STOCK-IMAGE
104,1763,STOCK-IMAGE
104,1794,STOCK-IMAGE
104,4143,STOCK-IMAGE
104,4212,STOCK-IMAGE
104,4224,STOCK-IMAGE
104,4278,STOCK-IMAGE
